2022-08-01 14:06:20,Array Bhai,new_nation_n_states,valid,1,49789000,0.05023035919293761
2022-08-01 14:06:20,Array Bhai,new_nation_n_states,valid,2,95400000,0.1713336049579084
2022-08-01 14:06:20,Array Bhai,new_nation_n_states,valid,3,142148000,0.48044061404652894
2022-08-01 14:06:22,Array Bhai,new_nation_n_states,valid,4,176017000,1.314898954005912
2022-08-01 14:06:27,Array Bhai,new_nation_n_states,timeout,5,,,computation did not complete in 5 seconds or less
